date,open,high,low,close,volume
2019-11-04,96.46,96.75,91.64,92.01,8410842.0
2019-11-01,95.64,98.87,95.51,97.06,4928980.0
2019-10-31,98.58,99.785,92.89,96.56,15358337.0
2019-10-30,107.01,109.66,105.6,107.7,7060347.0
2019-10-29,106.12,107.54,105.09,105.1,2738987.0
2019-10-28,107.67,107.9861,105.49,106.4,2135868.0
2019-10-25,104.5,107.9,103.4,106.98,2699311.0
2019-10-24,102.85,105.94,102.3101,105.63,3742348.0
2019-10-23,100.2,104.39,99.7,100.5,4405580.0
2019-10-22,106.78,106.78,100.08,100.65,6079769.0
2019-10-21,106.6,107.78,104.8271,105.54,3215920.0
2019-10-18,110.26,110.36,103.8,106.35,4827524.0
2019-10-17,110.13,110.49,107.9101,110.05,2640267.0
2019-10-16,111.62,112.87,108.8679,109.8,4341899.0
2019-10-15,117.0,118.34,115.0,115.21,2205114.0
2019-10-14,114.07,117.05,113.55,116.59,1847144.0
2019-10-11,112.64,115.43,111.1,114.34,4009799.0
2019-10-10,110.35,112.52,110.05,110.29,2089032.0
2019-10-09,109.44,111.43,108.31,111.03,1911591.0
2019-10-08,111.67,112.6894,108.28,108.4,2828648.0
2019-10-07,111.16,113.805,110.8502,112.91,2231705.0
2019-10-04,111.41,112.837,109.8756,112.08,3503031.0
2019-10-03,106.87,111.39,104.15,110.5,5581321.0
2019-10-02,107.5,109.3,105.3991,106.61,3044772.0
2019-10-01,109.6,110.82,107.91,109.73,3001763.0
2019-09-30,106.5,110.85,104.2156,109.96,4788337.0
2019-09-27,110.24,111.13,104.8401,106.56,3855567.0
2019-09-26,111.39,112.31,108.41,110.9,3024162.0
2019-09-25,108.45,110.8,105.13,110.43,3989343.0
2019-09-24,112.98,113.47,106.83,109.11,4902268.0
2019-09-23,113.75,114.54,112.93,112.93,2092945.0
2019-09-20,115.89,117.23,111.1955,114.22,5706895.0
2019-09-19,117.0,117.0,113.33,115.11,5739685.0
2019-09-18,112.5,112.99,110.88,112.55,3295226.0
2019-09-17,112.95,113.25,110.1101,112.32,3320984.0
2019-09-16,108.39,111.815,107.6642,110.65,3040627.0
2019-09-13,112.47,113.08,108.72,109.59,4029371.0
2019-09-12,111.9,115.21,111.35,113.1,6367339.0
2019-09-11,110.71,113.74,109.55,109.72,7367997.0
2019-09-10,109.87,115.985,107.0,110.01,8080963.0
2019-09-09,123.99,124.35,108.6,111.88,11792717.0
2019-09-06,130.89,131.56,123.35,123.7,3834121.0
2019-09-05,133.57,133.99,127.44,129.73,4098583.0
2019-09-04,130.6,133.9673,130.0,132.32,1873109.0
2019-09-03,129.5,131.76,128.4001,129.7,2330883.0
2019-08-30,133.22,133.22,127.77,130.47,2124445.0
2019-08-29,132.28,133.95,131.34,132.05,2311489.0
2019-08-28,130.24,131.62,128.1,130.91,1771036.0
2019-08-27,131.3,134.59,128.69,131.48,2634778.0
2019-08-26,129.32,130.2,126.42,129.98,2302021.0
2019-08-23,130.45,133.8,127.57,127.96,2954384.0
2019-08-22,131.55,132.0,127.44,130.5,2208093.0
2019-08-21,128.22,132.58,127.66,131.06,3164581.0
2019-08-20,125.55,128.1,124.5,126.86,1869076.0
2019-08-19,126.45,127.83,125.31,125.61,2859275.0
2019-08-16,124.46,126.5699,123.75,124.76,2453378.0
2019-08-15,126.31,126.8899,122.02,123.17,3335219.0
2019-08-14,128.1,129.6,123.43,124.75,4636514.0
2019-08-13,130.42,134.24,129.51,132.05,3716403.0
2019-08-12,132.48,133.5099,127.7,131.49,4485435.0
2019-08-09,130.44,134.97,129.6409,133.72,4149894.0
2019-08-08,125.71,131.68,125.14,131.68,4774221.0
2019-08-07,124.5,126.89,122.5175,123.9,3784533.0
2019-08-06,126.9,127.8658,123.67,125.57,5265292.0
2019-08-05,126.0,126.73,122.11,124.52,9018292.0
2019-08-02,136.42,136.72,132.16,133.7,5075841.0
2019-08-01,137.99,143.98,135.55,137.83,8147724.0
2019-07-31,141.05,142.9,136.11,139.11,6113093.0
2019-07-30,140.9,143.9,139.56,140.0,4478960.0
2019-07-29,150.0,150.3899,140.08,141.5,5350667.0
2019-07-26,148.15,150.37,148.0809,149.95,3136309.0
2019-07-25,147.61,149.5,146.2,147.76,2323852.0
2019-07-24,145.46,147.71,143.1732,147.61,2390850.0
2019-07-23,148.2,148.9888,143.48,145.57,2811129.0
2019-07-22,146.19,150.44,146.02,147.46,3455679.0
2019-07-19,146.9,147.69,145.0,145.62,2771677.0
2019-07-18,144.43,147.165,143.31,145.98,3996568.0
2019-07-17,142.77,146.47,142.26,145.86,2459492.0
2019-07-16,146.0,147.35,141.61,142.59,3081467.0
2019-07-15,142.38,145.87,140.8563,145.4,2606896.0
2019-07-12,144.0,144.89,140.6701,142.15,2886868.0
2019-07-11,146.16,146.9,142.71,144.26,2730144.0
2019-07-10,147.6,149.98,145.15,145.44,3419273.0
2019-07-09,144.49,146.85,143.15,145.25,3101413.0
2019-07-08,138.51,145.58,138.1,144.73,3553725.0
2019-07-05,138.43,140.29,134.745,140.27,3430393.0
2019-07-03,138.6,140.99,138.21,139.21,2256752.0
2019-07-02,137.73,139.5,136.5224,137.5,2786822.0
2019-07-01,138.32,139.15,135.265,136.86,3075939.0
2019-06-28,137.46,138.78,134.01,136.35,4233398.0
2019-06-27,133.96,138.4,133.4824,137.32,3462536.0
2019-06-26,137.18,139.5008,133.55,134.18,3558662.0
2019-06-25,138.51,138.75,133.6844,134.87,3556236.0
2019-06-24,144.53,144.6999,137.68,138.41,3782595.0
2019-06-21,145.15,146.88,142.75,144.0,4127383.0
2019-06-20,149.46,151.0,145.05,146.66,3468724.0
2019-06-19,142.65,147.1,140.71,146.5,2734849.0
2019-06-18,144.98,145.49,141.98,142.29,3573514.0
2019-06-17,140.66,144.02,139.2,140.71,3357431.0
2019-06-14,140.76,141.28,138.59,140.17,2308799.0
2019-06-13,143.09,143.88,139.96,141.06,2317986.0
2019-06-12,141.47,144.34,139.5,143.09,2941386.0
2019-06-11,145.0,146.29,138.03,140.69,3848935.0
2019-06-10,145.0,148.8,143.03,143.62,4185169.0
2019-06-07,141.12,144.62,140.5,144.11,4964149.0
2019-06-06,136.85,140.39,131.37,139.63,4927267.0
2019-06-05,130.94,137.08,128.63,136.77,5047904.0
2019-06-04,126.3,128.89,123.66,128.39,5298199.0
2019-06-03,132.77,135.4971,123.26,124.54,6179001.0
2019-05-31,124.39,134.25,123.0,131.99,10270773.0
2019-05-30,126.65,128.72,123.44,126.93,4575424.0
2019-05-29,131.13,132.97,128.28,129.17,3297197.0
2019-05-28,134.45,137.3512,131.9006,132.95,6369120.0
2019-05-24,134.7,136.81,133.1001,133.9,3394950.0
2019-05-23,136.48,136.5996,130.85,132.96,3492813.0
2019-05-22,136.94,141.16,136.7425,137.84,2631568.0
2019-05-21,139.0,141.38,137.63,137.71,3340135.0
2019-05-20,137.5,140.4675,136.14,137.66,3715283.0
2019-05-17,140.64,143.05,137.9,140.49,5267951.0
2019-05-16,136.03,144.62,136.0,142.37,7630942.0
2019-05-15,127.82,135.5,127.82,135.45,5056032.0
2019-05-14,126.0,131.1517,124.2182,131.08,5825658.0
2019-05-13,130.9,131.99,122.56,123.39,7305183.0
2019-05-10,132.6,136.34,130.1434,134.28,4840140.0
2019-05-09,130.68,133.25,126.82,133.13,3957837.0
2019-05-08,129.0,132.946,128.3787,131.66,2982738.0
2019-05-07,132.34,132.94,127.54,129.58,4567876.0
2019-05-06,127.04,132.28,126.8,131.8,4062804.0
2019-05-03,131.94,132.26,129.02,130.87,3793818.0
2019-05-02,127.78,134.38,126.75,131.94,5990310.0
2019-05-01,142.2,142.2,128.2101,128.57,14134120.0
2019-04-30,134.1,137.19,132.01,137.14,5250281.0
2019-04-29,135.9,137.4,134.34,135.99,3666530.0
2019-04-26,133.0,135.19,131.01,134.92,2846216.0
2019-04-25,131.23,134.37,129.53,132.25,2893038.0
2019-04-24,130.1,131.2,128.675,129.99,2192351.0
2019-04-23,129.16,130.31,126.9402,129.27,2988078.0
2019-04-22,122.0,128.3,121.53,127.96,2723663.0
2019-04-18,122.3,123.0,118.56,122.13,4225517.0
2019-04-17,127.2,127.35,121.6,123.08,2732515.0
2019-04-16,126.75,130.15,125.96,126.56,2843513.0
2019-04-15,125.3,127.78,123.81,127.19,2375359.0
2019-04-12,126.26,126.75,123.5974,125.72,2454947.0
2019-04-11,125.8,126.47,123.1,125.7,1875911.0
2019-04-10,123.44,125.79,122.4301,125.22,2188756.0
2019-04-09,122.23,124.93,121.585,122.7,2842091.0
2019-04-08,121.67,122.4,119.1,122.12,2707087.0
2019-04-05,123.15,123.91,120.54,122.42,4574211.0
2019-04-04,129.92,130.23,118.48,122.37,7238289.0
2019-04-03,130.52,131.65,128.6,129.38,1833856.0
2019-04-02,127.01,130.0,125.88,129.79,2379823.0
2019-04-01,131.58,131.95,125.32,127.67,3895862.0
2019-03-29,127.15,130.72,126.14,129.18,3286395.0
2019-03-28,127.65,128.37,124.12,125.73,3610295.0
2019-03-27,132.4,132.5767,124.62,126.48,4029987.0
2019-03-26,133.51,134.85,130.47,131.87,2608140.0
2019-03-25,129.52,132.89,127.27,131.55,4337133.0
2019-03-22,135.0,135.7872,128.6601,129.53,4193933.0
2019-03-21,130.18,136.0,130.02,135.66,3838373.0
2019-03-20,130.1,132.39,127.68,130.65,2772561.0
2019-03-19,130.12,131.76,128.57,130.38,3247140.0
2019-03-18,131.3,133.32,127.16,129.35,3785434.0
2019-03-15,129.19,130.72,127.44,129.41,3593027.0
2019-03-14,127.01,131.36,126.4124,130.0,3826756.0
2019-03-13,126.66,129.43,125.91,126.78,4109922.0
2019-03-12,122.87,126.96,121.34,125.7,4188412.0
2019-03-11,117.4,123.0,117.33,122.09,4003111.0
2019-03-08,113.22,117.0,111.52,116.8,2833926.0
2019-03-07,114.74,117.57,113.71,115.5,4136577.0
2019-03-06,115.0,116.48,113.11,114.63,3212459.0
2019-03-05,115.0,115.24,110.6,115.18,4731475.0
2019-03-04,124.71,124.85,112.2533,116.1,6576892.0
2019-03-01,123.25,123.9,121.27,123.53,3026135.0
2019-02-28,118.85,122.37,118.33,121.69,4219169.0
2019-02-27,116.41,119.47,116.35,119.46,3262646.0
2019-02-26,117.1,118.96,116.25,116.92,2456753.0
2019-02-25,118.57,121.1,116.3259,118.27,4416550.0
2019-02-22,114.1,116.61,113.63,116.55,3173045.0
2019-02-21,116.44,116.5087,111.72,113.16,4667369.0
2019-02-20,113.0,119.25,112.75,116.3,8181092.0
2019-02-19,106.09,112.85,106.08,112.57,7687903.0
2019-02-15,106.2,107.6584,104.25,106.85,5239298.0
2019-02-14,105.47,108.55,103.25,107.27,9540177.0
2019-02-13,114.19,116.89,105.6,106.87,19247630.0
2019-02-12,115.75,116.67,114.46,115.29,6914358.0
2019-02-11,118.5,119.0,113.71,115.75,6263741.0
2019-02-08,108.88,114.9164,108.8,114.78,3163484.0
2019-02-07,111.5,111.538,108.26,110.12,3291264.0
2019-02-06,114.12,114.9899,109.4,113.34,2603800.0
2019-02-05,113.82,116.54,113.01,113.89,3850683.0
2019-02-04,113.14,114.66,112.4,113.38,3008425.0
2019-02-01,111.31,113.5,110.2638,112.88,4419135.0
2019-01-31,103.8,113.325,103.8,111.32,7323177.0
2019-01-30,101.08,104.03,99.79,103.82,2567958.0
2019-01-29,102.88,103.06,99.12,99.3,2295415.0
2019-01-28,102.9,103.33,99.9,102.16,2317092.0
2019-01-25,102.1,105.49,101.88,104.18,2608628.0
2019-01-24,100.41,102.43,100.2423,101.55,2313453.0
2019-01-23,101.33,103.25,99.06,100.4,2954648.0
2019-01-22,104.02,104.05,98.3954,99.52,3935355.0
2019-01-18,103.98,106.0,101.36,105.32,4084318.0
2019-01-17,100.11,104.12,99.23,102.11,4631632.0
2019-01-16,102.0,103.75,97.59,99.97,4707523.0
2019-01-15,98.52,101.8251,97.361,100.45,3474460.0
2019-01-14,95.12,98.8,94.03,97.76,3686107.0
2019-01-11,96.0,101.7,95.6384,96.83,6437315.0
2019-01-10,94.87,97.85,93.57,96.2,2227612.0
2019-01-09,97.5,98.06,94.75,96.41,2535503.0
2019-01-08,98.64,100.95,92.58,97.6,5503256.0
2019-01-07,91.31,99.4,91.25,96.98,8585974.0
2019-01-04,84.22,89.4,83.2,88.55,3718626.0
2019-01-03,85.06,86.48,80.13,81.25,4789321.0
2019-01-02,87.45,88.96,84.1,86.97,3818544.0
2018-12-31,87.08,91.1,86.37,89.3,4252730.0
2018-12-28,88.0,88.1,83.7301,86.02,4093096.0
2018-12-27,83.83,87.91,81.15,87.38,4095521.0
2018-12-26,76.57,85.6,76.57,85.39,5374550.0
2018-12-24,74.0,77.57,73.15,75.59,1736856.0
2018-12-21,80.29,81.0,75.09,76.15,5181938.0
2018-12-20,84.49,86.65,76.02,80.48,7151854.0
2018-12-19,85.61,89.91,84.05,85.7,4200094.0
2018-12-18,89.24,89.8179,82.79,85.29,5954898.0
2018-12-17,90.55,91.19,86.71,87.45,4565076.0
2018-12-14,93.73,95.03,90.7,91.62,5062829.0
2018-12-13,97.15,98.9,93.02,95.97,3779276.0
2018-12-12,94.49,100.47,93.6591,96.67,7784261.0
2018-12-11,94.09,94.2427,90.9201,92.72,3183057.0
2018-12-10,88.26,92.25,87.72,91.84,3908849.0
2018-12-07,95.26,96.3706,87.76,89.33,4400640.0
2018-12-06,87.25,96.45,85.6814,96.19,6160773.0
2018-12-04,93.78,96.78,89.36,89.7,5553388.0
2018-12-03,97.32,97.55,92.5917,95.62,5701721.0
2018-11-30,92.44,94.93,91.96,94.49,3985561.0
2018-11-29,90.6,93.54,90.36,92.48,4336356.0
2018-11-28,89.0,92.19,85.61,91.81,6637657.0
2018-11-27,86.24,87.2,84.5,86.52,4676662.0
2018-11-26,82.27,88.88,82.19,87.41,7072448.0
2018-11-23,75.5,81.41,75.0614,80.62,2582689.0
2018-11-21,78.5,78.71,75.34,76.96,3926593.0
2018-11-20,71.61,78.64,71.555,75.89,5957946.0
2018-11-19,89.0,90.0,76.34,76.9,9198555.0
2018-11-16,87.98,90.43,87.0101,89.17,3829317.0
2018-11-15,82.54,91.67,82.22,89.78,7370953.0
2018-11-14,86.73,87.45,82.6,83.96,4511255.0
2018-11-13,84.13,87.7899,83.69,85.1,4623596.0
2018-11-12,91.66,92.08,81.78,83.34,9714834.0
2018-11-09,90.5,95.89,89.87,92.23,8338101.0
2018-11-08,94.65,98.89,91.66,91.95,9755144.0
2018-11-07,82.25,96.97,80.7,96.19,25260928.0
2018-11-06,72.47,74.567,69.96,71.02,5630157.0
2018-11-05,74.32,74.32,70.18,71.77,3426394.0
2018-11-02,76.49,77.95,73.32,74.32,2474142.0
2018-11-01,75.29,76.9,73.2501,76.63,3073695.0
2018-10-31,72.37,76.15,71.67,75.22,4859873.0
2018-10-30,65.09,70.14,64.19,69.84,3886970.0
2018-10-29,67.38,68.71,64.6,65.98,3363938.0
2018-10-26,64.5,66.82,62.43,65.85,2866062.0
2018-10-25,64.5,67.75,64.3259,67.35,3504046.0
2018-10-24,70.2,70.53,63.9,63.98,3188486.0
2018-10-23,66.99,70.0,66.756,69.68,2916527.0
2018-10-22,67.76,69.88,65.6542,69.23,3481535.0
2018-10-19,72.61,73.71,66.33,66.41,4908951.0
2018-10-18,72.61,73.51,69.81,71.73,3998880.0
2018-10-17,76.02,76.58,71.32,74.01,5734720.0
2018-10-16,70.95,76.24,66.74,75.92,21867806.0
2018-10-15,74.63,77.14,73.0,76.13,3099125.0
2018-10-12,76.02,76.5,72.37,75.0,3636357.0
2018-10-11,67.35,72.99,67.08,69.29,4778960.0
2018-10-10,73.65,74.21,67.6956,68.02,4593201.0
2018-10-09,74.69,76.85,73.817,74.33,2925200.0
2018-10-08,75.52,75.89,71.46,74.09,2975079.0
2018-10-05,78.15,79.99,74.6,76.62,2516979.0
2018-10-04,80.16,80.495,76.0925,78.09,2458719.0
2018-10-03,80.35,81.82,79.63,80.9,2026786.0
2018-10-02,83.0,83.63,78.59,79.57,2844587.0
2018-10-01,87.0,87.55,83.1977,83.75,2150822.0
2018-09-28,85.5,87.87,85.5,86.28,1843883.0
2018-09-27,85.01,86.86,84.8,85.72,1210984.0
2018-09-26,88.09,88.88,84.55,84.79,1800949.0
2018-09-25,83.87,87.97,83.68,87.7,2658773.0
2018-09-24,82.35,84.39,80.77,83.36,1808248.0
2018-09-21,85.31,86.2385,83.27,83.73,1462727.0
2018-09-20,83.3,85.1599,81.18,84.83,2204041.0
2018-09-19,85.31,86.48,81.3,82.87,1857538.0
2018-09-18,84.35,86.8,84.32,85.38,2159336.0
2018-09-17,87.01,87.2399,83.01,84.41,2230583.0
2018-09-14,85.77,87.5,85.5801,87.28,1786677.0
2018-09-13,85.22,86.8204,84.0,85.31,2312659.0
2018-09-12,85.9,86.2116,81.5,85.01,2234819.0
2018-09-11,83.81,87.22,83.511,85.29,2296924.0
2018-09-10,82.51,84.6799,81.73,84.31,1595321.0
2018-09-07,80.0,84.83,79.71,82.32,1816635.0
2018-09-06,82.0,82.4899,78.92,80.5,2019249.0
2018-09-05,86.71,86.9,79.68,81.71,3697332.0
2018-09-04,82.27,87.91,81.0401,87.11,3705425.0
2018-08-31,79.51,81.1999,79.51,80.66,927208.0
2018-08-30,80.8,81.56,79.67,79.99,1237431.0
2018-08-29,80.17,81.73,79.89,80.99,1091402.0
2018-08-28,80.8,81.54,79.82,80.22,1559162.0
2018-08-27,81.5,81.98,79.8382,80.31,2374056.0
2018-08-24,81.78,82.78,80.14,81.16,2743897.0
2018-08-23,77.13,81.43,76.665,80.55,4340858.0
2018-08-22,75.89,76.69,75.21,76.44,1697333.0
2018-08-21,78.0,78.0,75.5,75.79,2041414.0
2018-08-20,77.6,78.94,76.63,78.05,2064013.0
2018-08-17,75.7,77.65,74.52,77.49,1625521.0
2018-08-16,75.93,76.73,75.288,75.7,1659304.0
2018-08-15,73.14,75.8799,73.11,74.63,2348701.0
2018-08-14,74.85,76.99,74.1,76.75,2775013.0
2018-08-13,77.4,78.0899,73.76,74.17,3178034.0
2018-08-10,77.07,79.47,76.6,77.49,1956220.0
2018-08-09,74.5,79.2,74.0,77.92,3928137.0
2018-08-08,74.06,76.97,73.0808,73.87,3643203.0
2018-08-07,74.75,77.31,72.24,75.1,12199921.0
2018-08-06,62.05,63.5867,62.01,63.27,4132157.0
2018-08-03,62.5,62.89,60.8,62.0,2208424.0
2018-08-02,58.88,62.495,58.51,62.25,2233811.0
2018-08-01,57.9,59.42,57.31,59.3,2682392.0
2018-07-31,57.78,58.69,55.58,57.89,2434814.0
2018-07-30,60.41,60.98,56.13,58.0,2330552.0
2018-07-27,64.08,64.85,59.34,60.71,1913507.0
2018-07-26,63.2,64.47,62.23,64.03,1272225.0
2018-07-25,62.09,64.5156,61.76,64.14,877636.0
2018-07-24,64.5,64.75,61.06,62.06,1917432.0
2018-07-23,62.66,64.19,61.8801,63.91,1296246.0
2018-07-20,62.94,63.24,62.2,62.66,721333.0
2018-07-19,64.0,64.2,62.62,62.88,1206026.0
2018-07-18,65.0,65.37,63.44,63.96,1906405.0
2018-07-17,60.51,65.01,60.33,65.0,4037432.0
2018-07-16,61.12,61.78,60.8,61.14,1086367.0
2018-07-13,61.6,62.39,60.11,61.14,1299278.0
2018-07-12,59.32,61.69,59.03,61.4,1523882.0
2018-07-11,58.51,59.415,58.28,58.73,915490.0
2018-07-10,59.35,59.77,58.27,58.69,1062529.0
2018-07-09,59.47,59.47,57.391,58.79,1326634.0
2018-07-06,56.87,58.58,56.44,58.47,1021337.0
2018-07-05,56.61,57.47,56.49,57.0,1991116.0
2018-07-03,56.93,57.27,55.73,56.17,724798.0
2018-07-02,55.25,56.85,54.5007,56.85,1040395.0
2018-06-29,56.43,56.83,55.36,56.02,1635096.0
2018-06-28,55.0,56.192,53.37,55.84,2483985.0
2018-06-27,58.5,59.98,54.22,54.3,2766963.0
2018-06-26,55.0,57.31,54.16,57.3,2388647.0
2018-06-25,55.25,56.15,53.17,54.47,2605200.0
2018-06-22,57.53,57.55,53.89,55.25,8052149.0
2018-06-21,59.9,59.9,56.4,56.96,3098637.0
2018-06-20,60.03,61.13,59.35,59.52,2103052.0
2018-06-19,60.27,61.279,57.08,59.8,3075538.0
2018-06-18,59.12,62.34,58.4,61.61,3628119.0
2018-06-15,58.61,60.0,58.04,59.95,1540264.0
2018-06-14,59.74,60.24,58.82,59.0,2274409.0
2018-06-13,60.16,60.35,58.88,59.56,1709194.0
2018-06-12,58.34,60.14,58.34,59.97,1565620.0
2018-06-11,58.19,58.5436,57.17,58.12,1053804.0
2018-06-08,56.15,58.2996,56.03,58.06,1746550.0
2018-06-07,58.86,59.0,55.091,56.4,2856839.0
2018-06-06,57.55,58.795,57.35,58.72,1428279.0
2018-06-05,57.76,58.41,56.86,57.48,2323743.0
2018-06-04,57.38,57.699,55.83,57.47,1636230.0
2018-06-01,54.55,57.71,54.345,57.48,3092694.0
2018-05-31,54.21,55.0,53.81,53.97,1242622.0
2018-05-30,54.0,54.399,53.55,54.03,1351636.0
2018-05-29,52.89,54.465,52.85,53.97,1672042.0
2018-05-25,53.03,53.58,52.79,53.25,1323087.0
2018-05-24,52.5,53.34,51.82,53.22,2589968.0
2018-05-23,53.16,53.2,51.88,52.54,2805841.0
2018-05-22,55.9,55.919,53.86,53.93,1599066.0
2018-05-21,55.68,56.66,54.5501,55.24,3382981.0
2018-05-18,53.57,55.79,53.57,55.14,2479288.0
2018-05-17,53.75,54.48,53.34,53.73,1805931.0
2018-05-16,52.88,54.47,52.58,53.72,2541727.0
2018-05-15,51.29,53.45,50.5696,53.13,5109414.0
2018-05-14,53.39,55.9998,52.18,52.52,5312139.0
2018-05-11,53.94,54.94,53.13,53.58,3011719.0
2018-05-10,52.44,55.2,51.66,54.91,4159703.0
2018-05-09,48.15,53.55,48.15,52.41,9272650.0
2018-05-08,44.05,44.69,43.64,44.35,3159057.0
2018-05-07,43.82,44.5102,43.25,44.09,2171228.0
2018-05-04,43.5,44.6199,43.0,43.5,1890609.0
2018-05-03,43.0,43.85,41.4302,43.71,1632239.0
2018-05-02,42.64,44.74,42.64,43.22,3107350.0
2018-05-01,41.93,42.965,41.6801,42.55,1964749.0
2018-04-30,41.81,42.37,41.41,42.21,2122807.0
2018-04-27,42.74,42.88,41.13,41.65,1367801.0
2018-04-26,41.52,42.65,41.12,42.39,1491702.0
2018-04-25,40.54,41.36,39.59,41.28,1333755.0
2018-04-24,41.66,41.97,39.735,40.62,1570568.0
2018-04-23,41.41,41.7992,40.871,41.4,972357.0
2018-04-20,41.8,42.39,41.0,41.22,1669095.0
2018-04-19,42.25,42.31,41.61,42.11,1792254.0
2018-04-18,41.41,42.505,40.96,42.34,1884413.0
2018-04-17,39.88,41.3535,39.82,41.17,1635308.0
2018-04-16,39.36,39.76,38.82,39.51,887342.0
2018-04-13,39.88,40.18,38.65,39.21,1088531.0
2018-04-12,39.5,39.79,38.65,39.7,1728957.0
2018-04-11,38.24,40.15,38.0,38.97,1779695.0
2018-04-10,38.0,38.83,37.125,38.21,1723979.0
2018-04-09,37.48,38.39,36.78,36.87,1280184.0
2018-04-06,37.63,38.3664,36.68,37.04,1297962.0
2018-04-05,38.8,39.09,37.66,38.09,1477228.0
2018-04-04,36.24,38.47,36.07,38.29,1533272.0
2018-04-03,37.13,37.56,36.33,37.32,1328016.0
2018-04-02,37.85,38.51,36.45,36.65,1441526.0
2018-03-29,37.64,38.67,37.01,38.18,1776636.0
2018-03-28,38.61,38.97,36.76,37.43,3370583.0
2018-03-27,42.37,42.5389,35.89,38.73,2962874.0
2018-03-26,40.58,42.14,39.94,42.06,1890164.0
2018-03-23,41.73,41.73,39.93,39.93,2023986.0
2018-03-22,40.73,42.41,40.301,41.65,2405405.0
2018-03-21,40.89,42.23,40.521,41.3,1665132.0
2018-03-20,40.34,41.22,39.9,40.89,1431468.0
2018-03-19,40.56,41.29,39.5252,40.31,2515727.0
2018-03-16,40.67,41.38,40.4,41.02,1351323.0
